,categories,city,country,name,phone,rating,review_count,state,street,url,yelp_alias,zip_code
3247,General Dentistry | Cosmetic Dentists | Periodontists,Novato,US,CORE Dental Novato,(415) 892-4721,5.0,2,CA,1805 Novato Blvd - Ste 6,https://www.yelp.com/biz/core-dental-novato-novato,core-dental-novato-novato,94947
3248,General Dentistry | Cosmetic Dentists | Periodontists,Novato,US,Mark A. Hansen DDS,(415) 897-5070,5.0,2,CA,1730 Novato Blvd - Ste H,https://www.yelp.com/biz/mark-a-hansen-dds-novato,mark-a-hansen-dds-novato,94947
3249,General Dentistry | Cosmetic Dentists | Periodontists,Novato,US,"Jessica A Dehnert, DDS",(415) 897-4149,5.0,1,CA,1730 Novato Blvd - Ste A,https://www.yelp.com/biz/jessica-a-dehnert-dds-novato,jessica-a-dehnert-dds-novato,94947
3250,Orthodontists,Novato,US,Gast Garry G Orthodontist,(415) 892-0736,3.5,3,CA,190 San Marin Dr,https://www.yelp.com/biz/gast-garry-g-orthodontist-novato,gast-garry-g-orthodontist-novato,94945
3251,General Dentistry | Pediatric Dentists | Cosmetic Dentists,Novato,US,"Christine S Juhn, DDS",(415) 892-4721,5.0,1,CA,1805 Novato Blvd - Ste 6 - CORE Dental Novato,https://www.yelp.com/biz/christine-s-juhn-dds-novato,christine-s-juhn-dds-novato,94947
3252,Orthodontists | General Dentistry | Cosmetic Dentists,Novato,US,"Rajiv Anand, DDS",(415) 892-6981,5.0,1,CA,1805 Novato Blvd - Ste 5,https://www.yelp.com/biz/rajiv-anand-dds-novato,rajiv-anand-dds-novato,94947
3253,General Dentistry,Novato,US,"Matthew Menasco, DMD",(415) 898-2100,5.0,1,CA,1615 Hill Rd - Ste A,https://www.yelp.com/biz/matthew-menasco-dmd-novato-2,matthew-menasco-dmd-novato-2,94947
3254,Cosmetic Dentists,Novato,US,"Perry J Clayton, DDS",(415) 897-3914,1.0,1,CA,7460 Redwood Blvd,https://www.yelp.com/biz/perry-j-clayton-dds-novato,perry-j-clayton-dds-novato,94945
3255,Orthodontists,Oakland,US,Orthodontic Care Center,(510) 638-2806,5.0,9,CA,8201 Edgewater Dr - Ste 101,https://www.yelp.com/biz/orthodontic-care-center-oakland-9,orthodontic-care-center-oakland-9,94621
3256,General Dentistry | Orthodontists,Oakland,US,Oakland Smile Dental,(510) 924-7310,3.5,45,CA,8105 Edgewater Dr - Ste 124,https://www.yelp.com/biz/oakland-smile-dental-oakland,oakland-smile-dental-oakland,94621
3257,General Dentistry | Orthodontists | Cosmetic Dentists,Oakland,US,Bright Now! Dental,(510) 568-6272,3.0,63,CA,8105 Edgewater Dr - Ste 250,https://www.yelp.com/biz/bright-now-dental-oakland-2,bright-now-dental-oakland-2,94621
3258,General Dentistry | Orthodontists | Cosmetic Dentists,Oakland,US,Union Dental,(510) 430-9388,4.0,12,CA,433 Hegenberger Rd - Ste E,https://www.yelp.com/biz/union-dental-oakland,union-dental-oakland,94621
3259,Oral Surgeons | Orthodontists | Pediatric Dentists,Oakland,US,Oakland Dental Specialty Center,(510) 256-7116,4.5,7,CA,8105 Edgewater Dr - Ste 1,https://www.yelp.com/biz/oakland-dental-specialty-center-oakland,oakland-dental-specialty-center-oakland,94621
3260,Oral Surgeons,Oakland,US,"Wainwright Clifford, DDS",(510) 568-5119,5.0,2,CA,9210 International Blvd,https://www.yelp.com/biz/wainwright-clifford-dds-oakland,wainwright-clifford-dds-oakland,94603
3261,Orthodontists | Orthopedists,Alameda,US,Northern California Cranio Facial Diagnostic Center,(510) 522-6828,3.5,19,CA,2187 Harbor Bay Pkwy,https://www.yelp.com/biz/northern-california-cranio-facial-diagnostic-center-alameda,northern-california-cranio-facial-diagnostic-center-alameda,94502
3262,Pediatric Dentists | General Dentistry,Oakland,US,Youthful Tooth,(510) 632-7710,1.5,22,CA,8201 Edgewater Dr,https://www.yelp.com/biz/youthful-tooth-oakland-2,youthful-tooth-oakland-2,94621
3263,General Dentistry,Oakland,US,"Tsai Wuder, DDS",,3.0,2,CA,,https://www.yelp.com/biz/tsai-wuder-dds-oakland,tsai-wuder-dds-oakland,94607
3264,General Dentistry,Alameda,US,Bay View Dental,(510) 523-2188,2.5,3,CA,2181 Harbor Bay Pkwy,https://www.yelp.com/biz/bay-view-dental-alameda,bay-view-dental-alameda,94502
3265,Cosmetic Dentists | Teeth Whitening,San Jose,US,Smile Direct Club,(800) 688-4010,4.5,67,CA,75 E Santa Clara St,https://www.yelp.com/biz/smile-direct-club-san-jose-2,smile-direct-club-san-jose-2,95113
3266,Orthodontists | General Dentistry | Cosmetic Dentists,San Jose,US,Western Dental & Orthodontics,(408) 293-7000,2.0,123,CA,48 E Santa Clara St,https://www.yelp.com/biz/western-dental-and-orthodontics-san-jose,western-dental-and-orthodontics-san-jose,95113
3267,General Dentistry,San Jose,US,Adultdentistry of Costa Rica,(239) 300-6726,5.0,1,CA,,https://www.yelp.com/biz/adultdentistry-of-costa-rica-san-jose,adultdentistry-of-costa-rica-san-jose,
3268,General Dentistry,San Jose,US,Emergency Dentist,(408) 831-3399,2.5,3,CA,111 North Market St - Ste 300,https://www.yelp.com/biz/emergency-dentist-san-jose,emergency-dentist-san-jose,95113
3269,General Dentistry | Cosmetic Dentists,American Canyon,US,32 Dental,(707) 247-5999,5.0,114,CA,6040 Main St - Ste 148,https://www.yelp.com/biz/32-dental-american-canyon-2,32-dental-american-canyon-2,94503
3270,Pediatric Dentists,American Canyon,US,American Canyon Pediatric Dentistry,(707) 346-2400,5.0,72,CA,3417 Broadway St - Ste J-1,https://www.yelp.com/biz/american-canyon-pediatric-dentistry-american-canyon,american-canyon-pediatric-dentistry-american-canyon,94503
3271,Cosmetic Dentists | General Dentistry,American Canyon,US,Encore Dental,(707) 562-4090,5.0,76,CA,6040 Main St - Ste 146,https://www.yelp.com/biz/encore-dental-american-canyon,encore-dental-american-canyon,94503
3272,General Dentistry | Periodontists | Cosmetic Dentists,American Canyon,US,California Dental Care,(707) 553-8008,4.5,28,CA,3860 Broadway St - Ste 104,https://www.yelp.com/biz/california-dental-care-american-canyon,california-dental-care-american-canyon,94503
3273,Orthodontists,American Canyon,US,American Canyon Orthodontics,(707) 651-9244,5.0,12,CA,3419 Broadway St - Ste H1,https://www.yelp.com/biz/american-canyon-orthodontics-american-canyon,american-canyon-orthodontics-american-canyon,94503
3274,Dentists,American Canyon,US,Canyon Ranch Dental Care,(707) 557-9080,4.5,13,CA,120 W American Canyon Rd - Ste M-8,https://www.yelp.com/biz/canyon-ranch-dental-care-american-canyon,canyon-ranch-dental-care-american-canyon,94503
3275,General Dentistry | Endodontists | Cosmetic Dentists,Vallejo,US,Cervantes and Prado Dental Care,(707) 557-5822,5.0,24,CA,1620 Valle Vista Ave - Ste 150,https://www.yelp.com/biz/cervantes-and-prado-dental-care-vallejo,cervantes-and-prado-dental-care-vallejo,94589
3276,Oral Surgeons,Vallejo,US,"Mark Elder, DDS, MD",(707) 552-5644,4.5,32,CA,150 Admiral Callaghan Dr,https://www.yelp.com/biz/mark-elder-dds-md-vallejo-2,mark-elder-dds-md-vallejo-2,94591
3277,General Dentistry | Orthodontists | Cosmetic Dentists,Vallejo,US,Galvan Dental Care,(707) 206-7086,5.0,22,CA,2809 Redwood Pkwy,https://www.yelp.com/biz/galvan-dental-care-vallejo,galvan-dental-care-vallejo,94591
3278,General Dentistry | Cosmetic Dentists | Orthodontists,American Canyon,US,American Canyon Dental Care,(707) 557-5057,4.5,8,CA,3431 Broadway St - Ste A-7,https://www.yelp.com/biz/american-canyon-dental-care-american-canyon,american-canyon-dental-care-american-canyon,94503
3279,Endodontists,Vallejo,US,GOLDEN STATE ENDO,(707) 554-1764,4.5,24,CA,29 Rotary Way,https://www.yelp.com/biz/golden-state-endo-vallejo,golden-state-endo-vallejo,94591
3280,General Dentistry | Cosmetic Dentists,Vallejo,US,Plaza Dental Care,(707) 642-1360,5.0,20,CA,17 Rotary Way,https://www.yelp.com/biz/plaza-dental-care-vallejo,plaza-dental-care-vallejo,94591
3281,General Dentistry,Vallejo,US,Caoili Dental Care,(707) 643-5709,5.0,10,CA,4380 Sonoma Blvd - Ste 177,https://www.yelp.com/biz/caoili-dental-care-vallejo,caoili-dental-care-vallejo,94589
3282,Oral Surgeons,American Canyon,US,"Francisco J Pestana, DMD",(707) 980-7274,4.0,17,CA,3429 Broadway St - Ste C1-C2,https://www.yelp.com/biz/francisco-j-pestana-dmd-american-canyon,francisco-j-pestana-dmd-american-canyon,94503
3283,Oral Surgeons,Vallejo,US,"Jeffery R. Graves, DDS",(707) 642-0433,5.0,18,CA,19 Rotary Way,https://www.yelp.com/biz/jeffery-r-graves-dds-vallejo,jeffery-r-graves-dds-vallejo,94591
3284,General Dentistry,Vallejo,US,Tan Thai Dental Studios,(707) 643-7885,4.5,13,CA,1761 Broadway St - Ste 224,https://www.yelp.com/biz/tan-thai-dental-studios-vallejo,tan-thai-dental-studios-vallejo,94589
3285,General Dentistry | Cosmetic Dentists | Orthodontists,Vallejo,US,Crossroads Dental Care,(707) 552-3816,4.0,37,CA,41 Admiral Callaghan Ln - Ste E,https://www.yelp.com/biz/crossroads-dental-care-vallejo-2,crossroads-dental-care-vallejo-2,94591
3286,General Dentistry | Cosmetic Dentists,Vallejo,US,"Thomas G Salacup, DDS",(707) 645-1728,5.0,12,CA,1512 Napa St - Ste B,https://www.yelp.com/biz/thomas-g-salacup-dds-vallejo,thomas-g-salacup-dds-vallejo,94590
3287,Pediatric Dentists,Vallejo,US,Vallejo Children's Dentistry,(707) 642-3710,5.0,10,CA,1532 Tennessee St,https://www.yelp.com/biz/vallejo-childrens-dentistry-vallejo,vallejo-childrens-dentistry-vallejo,94590
3288,General Dentistry,Vallejo,US,"Pickett Steven R, DDS",(707) 642-2800,4.5,12,CA,25 Rotary Way,https://www.yelp.com/biz/pickett-steven-r-dds-vallejo-2,pickett-steven-r-dds-vallejo-2,94591
3289,Cosmetic Dentists | General Dentistry | Prosthodontists,Vallejo,US,Chaney Family Dentistry,(707) 643-1703,5.0,10,CA,1524 Tennessee St,https://www.yelp.com/biz/chaney-family-dentistry-vallejo,chaney-family-dentistry-vallejo,94590
3290,General Dentistry | Cosmetic Dentists,Vallejo,US,"David M Gordon, DDS",(707) 557-2200,5.0,9,CA,23 Rotary Way,https://www.yelp.com/biz/david-m-gordon-dds-vallejo,david-m-gordon-dds-vallejo,94591
3291,Orthodontists,Vallejo,US,Buchanan | Chun Orthodontics,(707) 643-1011,4.5,15,CA,140 Admiral Callaghan Ln - Ste A,https://www.yelp.com/biz/buchanan-chun-orthodontics-vallejo,buchanan-chun-orthodontics-vallejo,94591
3292,Pediatric Dentists,Vallejo,US,"Clift R Suzanne, DDS",(707) 643-7654,4.5,11,CA,21 Rotary Way,https://www.yelp.com/biz/clift-r-suzanne-dds-vallejo,clift-r-suzanne-dds-vallejo,94591
3293,General Dentistry,Vallejo,US,"Alan V Pickett, DDS",(707) 642-2800,5.0,7,CA,25 Rotary Way,https://www.yelp.com/biz/alan-v-pickett-dds-vallejo,alan-v-pickett-dds-vallejo,94591
3294,Orthodontists,Vallejo,US,Wow Smiles,(707) 552-4940,4.5,10,CA,1620 Valle Vista Ave - Ste 200,https://www.yelp.com/biz/wow-smiles-vallejo,wow-smiles-vallejo,94589
3295,General Dentistry | Endodontists | Cosmetic Dentists,Vallejo,US,"Artmond G Louie, DDS",(707) 552-8195,4.0,13,CA,200 Fairgrounds Dr,https://www.yelp.com/biz/artmond-g-louie-dds-vallejo-2,artmond-g-louie-dds-vallejo-2,94589
3296,General Dentistry | Periodontists | Cosmetic Dentists,Vallejo,US,Morgan Nordstrom DDS,(707) 643-2660,4.5,12,CA,1528 Tennessee St,https://www.yelp.com/biz/morgan-nordstrom-dds-vallejo-5,morgan-nordstrom-dds-vallejo-5,94590
3297,General Dentistry,Vallejo,US,Affordable Dentures,(707) 998-5001,4.0,19,CA,"125 Plaza Dr - Ste 407, Gateway Plaza Shopping Center",https://www.yelp.com/biz/affordable-dentures-vallejo-2,affordable-dentures-vallejo-2,94591
3298,Cosmetic Dentists | General Dentistry | Endodontists,Vallejo,US,"MAK Dental - Mounir Guirguis, DDS",(707) 554-2600,4.5,8,CA,480 Redwood St - Ste 13,https://www.yelp.com/biz/mak-dental-mounir-guirguis-dds-vallejo,mak-dental-mounir-guirguis-dds-vallejo,94590
3299,General Dentistry,American Canyon,US,"Meredith Beltran, DMD, Inc.",(707) 643-4048,5.0,2,CA,91 Antonina Ave - Ste B,https://www.yelp.com/biz/meredith-beltran-dmd-inc-american-canyon,meredith-beltran-dmd-inc-american-canyon,94503
3300,General Dentistry | Cosmetic Dentists | Oral Surgeons,Vallejo,US,Porteous Family Dentistry,(707) 648-3384,4.5,7,CA,972 Admiral Callaghan Ln - Ste F,https://www.yelp.com/biz/porteous-family-dentistry-vallejo-7,porteous-family-dentistry-vallejo-7,94591
3301,Orthodontists,Vallejo,US,Axelrode Orthodontics Vallejo,(707) 643-2307,4.0,11,CA,15 Rotary Way,https://www.yelp.com/biz/axelrode-orthodontics-vallejo-vallejo,axelrode-orthodontics-vallejo-vallejo,94591
3302,General Dentistry,Vallejo,US,Escobar Portia DMD,(707) 557-6680,5.0,4,CA,3772 Sonoma Blvd,https://www.yelp.com/biz/escobar-portia-dmd-vallejo,escobar-portia-dmd-vallejo,94589
3303,General Dentistry,Vallejo,US,Family Dentistry Caro,(707) 649-1800,4.0,10,CA,1660 Broadway St,https://www.yelp.com/biz/family-dentistry-caro-vallejo-2,family-dentistry-caro-vallejo-2,94590
3304,General Dentistry | Endodontists | Cosmetic Dentists,Vallejo,US,Access Dental,(707) 554-4000,3.0,26,CA,3400 Sonoma Blvd,https://www.yelp.com/biz/access-dental-vallejo,access-dental-vallejo,94590
3305,Oral Surgeons | General Dentistry | Cosmetic Dentists,Vallejo,US,John W Bristow DDS,(707) 642-3319,5.0,4,CA,23 Rotary Way,https://www.yelp.com/biz/john-w-bristow-dds-vallejo,john-w-bristow-dds-vallejo,94591
3306,Orthodontists | General Dentistry | Cosmetic Dentists,Vallejo,US,Western Dental & Orthodontics,(707) 561-9213,2.0,138,CA,3587 Sonoma Blvd,https://www.yelp.com/biz/western-dental-and-orthodontics-vallejo,western-dental-and-orthodontics-vallejo,94590
3307,General Dentistry,Vallejo,US,Dr Day Dental,(707) 552-8684,4.0,8,CA,2900 Sonoma Blvd - Ste A,https://www.yelp.com/biz/dr-day-dental-vallejo-2,dr-day-dental-vallejo-2,94590
3308,Orthodontists,Vallejo,US,"Jerry S. Redd, DDS - Orthodontic Specialist",(707) 552-4940,3.5,9,CA,1620 Valle Vista Ave - Ste 200,https://www.yelp.com/biz/jerry-s-redd-dds-orthodontic-specialist-vallejo-2,jerry-s-redd-dds-orthodontic-specialist-vallejo-2,94589
3309,Oral Surgeons,Vallejo,US,Peterson Michael W DDS,(707) 552-3160,4.0,8,CA,1319 Tennessee St,https://www.yelp.com/biz/peterson-michael-w-dds-vallejo,peterson-michael-w-dds-vallejo,94590
3310,Oral Surgeons | General Dentistry,Vallejo,US,"Francis S Cruz, DDS",(707) 643-8800,5.0,5,CA,1915 Springs Rd,https://www.yelp.com/biz/francis-s-cruz-dds-vallejo-2,francis-s-cruz-dds-vallejo-2,94591
3311,Oral Surgeons | Pediatric Dentists | Periodontists,Vallejo,US,"Editha M Aquino, DMD",(707) 642-3711,3.5,14,CA,2600 Springs Rd,https://www.yelp.com/biz/editha-m-aquino-dmd-vallejo-3,editha-m-aquino-dmd-vallejo-3,94591
3312,General Dentistry | Cosmetic Dentists,Vallejo,US,North Bay Dental Group,(707) 643-1714,3.5,11,CA,475 Redwood St - Ste 30,https://www.yelp.com/biz/north-bay-dental-group-vallejo,north-bay-dental-group-vallejo,94590
3313,Periodontists | General Dentistry | Endodontists,Vallejo,US,"Craig S Gainza, DDS",(707) 642-4119,5.0,4,CA,27 Rotary Way,https://www.yelp.com/biz/craig-s-gainza-dds-vallejo,craig-s-gainza-dds-vallejo,94591
3314,Endodontists,Vallejo,US,"Rocky C Baysa, DMD",(707) 644-1888,5.0,3,CA,2121 Redwood St - Ste B,https://www.yelp.com/biz/rocky-c-baysa-dmd-vallejo,rocky-c-baysa-dmd-vallejo,94590
3315,General Dentistry,Vallejo,US,Alegria Dental Care,(707) 643-1987,3.5,6,CA,3630 Sonoma Blvd,https://www.yelp.com/biz/alegria-dental-care-vallejo-2,alegria-dental-care-vallejo-2,94590
3316,General Dentistry,Vallejo,US,"Noel A Fernandez, DMD",(707) 674-2777,5.0,5,CA,2629 Springs Rd,https://www.yelp.com/biz/noel-a-fernandez-dmd-vallejo,noel-a-fernandez-dmd-vallejo,94591
3317,General Dentistry,Vallejo,US,Castillo Dental Care,(707) 644-4901,4.0,7,CA,1207 Tennessee St,https://www.yelp.com/biz/castillo-dental-care-vallejo,castillo-dental-care-vallejo,94590
3318,General Dentistry,Vallejo,US,"John Comyns, DDS - Smiletenders",(707) 642-4462,5.0,3,CA,1915 Springs Rd,https://www.yelp.com/biz/john-comyns-dds-smiletenders-vallejo,john-comyns-dds-smiletenders-vallejo,94591
3319,General Dentistry | Cosmetic Dentists,Vallejo,US,Bay Side Dental,(707) 644-7600,2.5,12,CA,2121 Redwood St - Ste A,https://www.yelp.com/biz/bay-side-dental-vallejo-2,bay-side-dental-vallejo-2,94590
3320,General Dentistry,Vallejo,US,Tri City Dental Vallejo,(707) 643-1987,2.0,15,CA,3630 Sonoma Blvd,https://www.yelp.com/biz/tri-city-dental-vallejo-vallejo-2,tri-city-dental-vallejo-vallejo-2,94590
3321,Dentists,Vallejo,US,Esguerra Carolina P DMD,(707) 649-1694,4.0,4,CA,2001 Springs Rd,https://www.yelp.com/biz/esguerra-carolina-p-dmd-vallejo,esguerra-carolina-p-dmd-vallejo,94591
3322,General Dentistry,Vallejo,US,"Darren J. Wong, DDS",(707) 643-8399,4.5,3,CA,2254 Tennessee St,https://www.yelp.com/biz/darren-j-wong-dds-vallejo,darren-j-wong-dds-vallejo,94591
3323,General Dentistry,Vallejo,US,"Barut Roberto, DDS",(707) 644-7945,3.0,5,CA,1460 North Camino Alto,https://www.yelp.com/biz/barut-roberto-dmd-vallejo,barut-roberto-dmd-vallejo,94589
3324,Pediatric Dentists,Vallejo,US,"Amy G English, DDS with Pediatric Associates",(707) 642-3710,5.0,2,CA,1532 Tennessee St - Vallejo Children's Dentistry,https://www.yelp.com/biz/amy-g-english-dds-with-pediatric-associates-vallejo,amy-g-english-dds-with-pediatric-associates-vallejo,94590
3325,General Dentistry,Vallejo,US,"De Joya Ruth S, DMD",(707) 644-5943,3.5,5,CA,2121 Redwood St - Ste F,https://www.yelp.com/biz/de-joya-ruth-s-dmd-vallejo,de-joya-ruth-s-dmd-vallejo,94590
3326,General Dentistry,Vallejo,US,"Annoni, Jerry, DDS",(707) 552-3383,5.0,2,CA,41 Admiral Callaghan Ln,https://www.yelp.com/biz/annoni-jerry-dds-vallejo,annoni-jerry-dds-vallejo,94591
3327,General Dentistry | Cosmetic Dentists,Vallejo,US,"Michael F Edziak, DDS",(707) 642-4403,5.0,1,CA,127 Hospital Dr - Ste 204,https://www.yelp.com/biz/michael-f-edziak-dds-vallejo,michael-f-edziak-dds-vallejo,94589
3328,General Dentistry | Cosmetic Dentists | Endodontists,Vallejo,US,"James D Prigmore, DDS",(707) 552-7744,5.0,1,CA,1620 Valle Vista Ave - Ste 100,https://www.yelp.com/biz/james-d-prigmore-dds-vallejo-6,james-d-prigmore-dds-vallejo-6,94589
3329,General Dentistry,Vallejo,US,Dentist Todaycom,(707) 554-2200,2.5,2,CA,5201 Sonoma Blvd,https://www.yelp.com/biz/dentist-todaycom-vallejo,dentist-todaycom-vallejo,94589
3330,Dentists,Vallejo,US,La Clínica - Vallejo Dental,(707) 558-2000,2.5,12,CA,2920 Sonoma Blvd - Ste A,https://www.yelp.com/biz/la-cl%C3%ADnica-vallejo-dental-vallejo-2,la-clínica-vallejo-dental-vallejo-2,94590
3331,Oral Surgeons,Vallejo,US,"Mosley Julius II, DDS",(707) 558-1660,3.5,3,CA,2121 Redwood St - Ste E,https://www.yelp.com/biz/mosley-julius-ii-dds-vallejo,mosley-julius-ii-dds-vallejo,94590
3332,General Dentistry,Vallejo,US,Burton Eugene H DDS Park Place Dental Group,(707) 643-2500,5.0,1,CA,4300 Sonoma Blvd - Ste 124,https://www.yelp.com/biz/burton-eugene-h-dds-park-place-dental-group-vallejo,burton-eugene-h-dds-park-place-dental-group-vallejo,94589
3333,General Dentistry | Endodontists | Periodontists,Vallejo,US,Valle Smiles,(707) 557-6245,2.0,4,CA,133 Plaza Dr - Ste R,https://www.yelp.com/biz/valle-smiles-vallejo,valle-smiles-vallejo,94591
3334,Orthodontists | Cosmetic Dentists,Vallejo,US,Redwood Family & Cosmetic Dentistry,(707) 552-8668,1.0,1,CA,1782 Tuolumne St,https://www.yelp.com/biz/redwood-family-and-cosmetic-dentistry-vallejo,redwood-family-and-cosmetic-dentistry-vallejo,94589
3335,General Dentistry | Cosmetic Dentists,Mountain View,US,Shoreline Dental,(650) 969-1880,4.5,39,CA,1390 Pear Ave - Ste C,https://www.yelp.com/biz/shoreline-dental-mountain-view,shoreline-dental-mountain-view,94043
3336,General Dentistry | Cosmetic Dentists,Mountain View,US,Oracare Dental,(650) 917-1077,4.5,24,CA,646 San Antonio Rd,https://www.yelp.com/biz/oracare-dental-mountain-view,oracare-dental-mountain-view,94040
3337,General Dentistry,Los Altos,US,"Kenneth S Kwan, DDS",(650) 960-0156,4.5,24,CA,Los Altos Dental Group - 4906 El Camino Real,https://www.yelp.com/biz/kenneth-s-kwan-dds-los-altos-2,kenneth-s-kwan-dds-los-altos-2,94022
3338,General Dentistry | Cosmetic Dentists | Orthodontists,Mountain View,US,Allure Dental Center,(650) 988-9998,3.5,73,CA,570 N Shoreline Blvd - Ste G,https://www.yelp.com/biz/allure-dental-center-mountain-view,allure-dental-center-mountain-view,94043
3339,Cosmetic Dentists | Orthodontists | General Dentistry,Mountain View,US,"Christopher J Kim, DDS",(650) 559-8882,4.5,19,CA,2486 W El Camino Real,https://www.yelp.com/biz/christopher-j-kim-dds-mountain-view,christopher-j-kim-dds-mountain-view,94040
3340,General Dentistry | Cosmetic Dentists,Mountain View,US,Benjamin Wang DDS,(650) 968-3616,4.0,31,CA,682 Villa St - Ste B,https://www.yelp.com/biz/benjamin-wang-dds-mountain-view,benjamin-wang-dds-mountain-view,94041
3341,General Dentistry | Cosmetic Dentists | Endodontists,Mountain View,US,"Serena Hu, DDS - Rengstorff Dental Care",(650) 938-3838,4.5,16,CA,1040 N Rengstorff Ave - Ste A3,https://www.yelp.com/biz/serena-hu-dds-rengstorff-dental-care-mountain-view,serena-hu-dds-rengstorff-dental-care-mountain-view,94043
3342,General Dentistry,Mountain View,US,"Calara Orlando D, DDS",(650) 938-2878,5.0,7,CA,1040 N Rengstorff Ave - Ste C,https://www.yelp.com/biz/calara-orlando-d-dds-mountain-view,calara-orlando-d-dds-mountain-view,94043
3343,General Dentistry,Mountain View,US,California Family Dental,(650) 967-1389,4.0,21,CA,2425 California St - Ste D,https://www.yelp.com/biz/california-family-dental-mountain-view-2,california-family-dental-mountain-view-2,94040
3344,General Dentistry | Orthodontists | Periodontists,Mountain View,US,Dental Zone Mountain View,(650) 858-2028,3.5,50,CA,327 Moffett Blvd - Ste A,https://www.yelp.com/biz/dental-zone-mountain-view-mountain-view,dental-zone-mountain-view-mountain-view,94043
3345,General Dentistry,Mountain View,US,"Antonio Yvette Tan, DDS",(650) 961-5424,4.5,11,CA,327 Moffett Blvd - Ste C,https://www.yelp.com/biz/antonio-yvette-tan-dds-mountain-view,antonio-yvette-tan-dds-mountain-view,94043
3346,General Dentistry,Los Altos,US,Los Altos Dental Group,(650) 960-0156,5.0,8,CA,4906 El Camino Real,https://www.yelp.com/biz/los-altos-dental-group-los-altos-2,los-altos-dental-group-los-altos-2,94022
3347,General Dentistry | Cosmetic Dentists,Mountain View,US,Galvan Family Dental Care,(650) 968-6141,4.5,12,CA,1674 N Shoreline Blvd - Ste 126,https://www.yelp.com/biz/galvan-family-dental-care-mountain-view,galvan-family-dental-care-mountain-view,94043
3348,General Dentistry | Cosmetic Dentists | Pediatric Dentists,Los Altos,US,"Marina Manosov, DDS",(650) 383-5599,4.0,18,CA,4646 El Camino Real - Family Dentistry,https://www.yelp.com/biz/marina-manosov-dds-los-altos-2,marina-manosov-dds-los-altos-2,94022
3349,General Dentistry | Periodontists | Cosmetic Dentists,Mountain View,US,San Antonio Dental,(650) 917-8348,3.0,45,CA,530 Showers Dr - Ste 3,https://www.yelp.com/biz/san-antonio-dental-mountain-view,san-antonio-dental-mountain-view,94040
3350,Cosmetic Dentists | General Dentistry | Orthodontists,Los Altos,US,Los Altos Dental,(650) 559-0000,4.5,8,CA,925 N San Antonio Rd,https://www.yelp.com/biz/los-altos-dental-los-altos-3,los-altos-dental-los-altos-3,94022
3351,General Dentistry,Los Altos,US,"James A Keats, DDS",(650) 960-0156,3.5,6,CA,4906 El Camino Real,https://www.yelp.com/biz/james-a-keats-dds-los-altos,james-a-keats-dds-los-altos,94022
3352,General Dentistry | Cosmetic Dentists,Los Altos,US,"Justin Keyashian, DDS",(650) 559-0000,5.0,1,CA,925 N San Antonio Rd,https://www.yelp.com/biz/justin-keyashian-dds-los-altos,justin-keyashian-dds-los-altos,94022
3353,General Dentistry,Mountain View,US,"Hong Yih-Loing Lawrence, DDS",(650) 967-8008,4.5,2,CA,682 Villa St,https://www.yelp.com/biz/hong-yih-loing-lawrence-dds-mountain-view,hong-yih-loing-lawrence-dds-mountain-view,94041
3354,Orthodontists,Palo Alto,US,"WOO Shaun, DDS MS",(650) 494-3434,5.0,1,CA,3200 Middlefield Rd - Ste A,https://www.yelp.com/biz/woo-shaun-dds-ms-palo-alto-2,woo-shaun-dds-ms-palo-alto-2,94306
3355,General Dentistry,Mountain View,US,May Y. Antonio,,2.5,2,CA,327 Moffett Blvd - Ste C,https://www.yelp.com/biz/may-y-antonio-mountain-view,may-y-antonio-mountain-view,94043
3356,General Dentistry,Mountain View,US,WSL Family Dental,(650) 917-9168,1.0,3,CA,225 San Antonio Rd,https://www.yelp.com/biz/wsl-family-dental-mountain-view,wsl-family-dental-mountain-view,94041
3357,Pediatric Dentists,Morgan Hill,US,Bay Area Kids Dentist,(408) 779-2747,5.0,93,CA,17705 Hale Ave - Ste A-5,https://www.yelp.com/biz/bay-area-kids-dentist-morgan-hill-2,bay-area-kids-dentist-morgan-hill-2,95037
3358,General Dentistry | Cosmetic Dentists,Morgan Hill,US,"Matthew E Warnock, DDS",(408) 778-8555,5.0,61,CA,16985 Monterey Rd - Ste 300A,https://www.yelp.com/biz/matthew-e-warnock-dds-morgan-hill,matthew-e-warnock-dds-morgan-hill,95037
3359,Cosmetic Dentists | General Dentistry | Pediatric Dentists,Morgan Hill,US,Santa Teresa Dental,(408) 782-6568,5.0,76,CA,16160 Monterey Rd,https://www.yelp.com/biz/santa-teresa-dental-morgan-hill,santa-teresa-dental-morgan-hill,95037
3360,General Dentistry,Morgan Hill,US,"Vivian C Liu, DDS",(408) 779-4012,5.0,27,CA,17705 Hale Ave - Ste B-3,https://www.yelp.com/biz/vivian-c-liu-dds-morgan-hill,vivian-c-liu-dds-morgan-hill,95037
3361,General Dentistry,Morgan Hill,US,"Stein S Benjamin, DDS",(408) 779-6444,5.0,16,CA,18181 Butterfield Blvd - Ste 165,https://www.yelp.com/biz/stein-s-benjamin-dds-morgan-hill,stein-s-benjamin-dds-morgan-hill,95037
